column1,column2,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12,column13,column14,column15,column16,column17,column18,column19,column20,column21,column22
4858,1577-1234,4858번 테스트 문자입니다.,"4858번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350535,ABCDEFG,김유신,2023.05.31,9,LMS,4858,1577-1234,4858번 담당자님 전달 문자입니다.,"4858번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350535,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4859,1577-1234,4859번 테스트 문자입니다.,"4859번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350536,ABCDEFG,김유신,2023.05.31,9,LMS,4859,1577-1234,4859번 담당자님 전달 문자입니다.,"4859번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350536,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4860,1577-1234,4860번 테스트 문자입니다.,"4860번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350537,ABCDEFG,김유신,2023.05.31,9,LMS,4860,1577-1234,4860번 담당자님 전달 문자입니다.,"4860번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350537,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4861,1577-1234,4861번 테스트 문자입니다.,"4861번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350538,ABCDEFG,김유신,2023.05.31,9,LMS,4861,1577-1234,4861번 담당자님 전달 문자입니다.,"4861번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350538,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4862,1577-1234,4862번 테스트 문자입니다.,"4862번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350539,ABCDEFG,김유신,2023.05.31,9,LMS,4862,1577-1234,4862번 담당자님 전달 문자입니다.,"4862번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350539,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4863,1577-1234,4863번 테스트 문자입니다.,"4863번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350540,ABCDEFG,김유신,2023.05.31,9,LMS,4863,1577-1234,4863번 담당자님 전달 문자입니다.,"4863번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350540,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4864,1577-1234,4864번 테스트 문자입니다.,"4864번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350541,ABCDEFG,김유신,2023.05.31,9,LMS,4864,1577-1234,4864번 담당자님 전달 문자입니다.,"4864번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350541,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4865,1577-1234,4865번 테스트 문자입니다.,"4865번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350542,ABCDEFG,김유신,2023.05.31,9,LMS,4865,1577-1234,4865번 담당자님 전달 문자입니다.,"4865번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350542,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4866,1577-1234,4866번 테스트 문자입니다.,"4866번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350543,ABCDEFG,김유신,2023.05.31,9,LMS,4866,1577-1234,4866번 담당자님 전달 문자입니다.,"4866번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350543,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4867,1577-1234,4867번 테스트 문자입니다.,"4867번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350544,ABCDEFG,김유신,2023.05.31,9,LMS,4867,1577-1234,4867번 담당자님 전달 문자입니다.,"4867번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350544,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4868,1577-1234,4868번 테스트 문자입니다.,"4868번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350545,ABCDEFG,김유신,2023.05.31,9,LMS,4868,1577-1234,4868번 담당자님 전달 문자입니다.,"4868번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350545,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4869,1577-1234,4869번 테스트 문자입니다.,"4869번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350546,ABCDEFG,김유신,2023.05.31,9,LMS,4869,1577-1234,4869번 담당자님 전달 문자입니다.,"4869번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350546,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4870,1577-1234,4870번 테스트 문자입니다.,"4870번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350547,ABCDEFG,김유신,2023.05.31,9,LMS,4870,1577-1234,4870번 담당자님 전달 문자입니다.,"4870번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350547,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4871,1577-1234,4871번 테스트 문자입니다.,"4871번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350548,ABCDEFG,김유신,2023.05.31,9,LMS,4871,1577-1234,4871번 담당자님 전달 문자입니다.,"4871번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350548,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4872,1577-1234,4872번 테스트 문자입니다.,"4872번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350549,ABCDEFG,김유신,2023.05.31,9,LMS,4872,1577-1234,4872번 담당자님 전달 문자입니다.,"4872번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350549,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4873,1577-1234,4873번 테스트 문자입니다.,"4873번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350550,ABCDEFG,김유신,2023.05.31,9,LMS,4873,1577-1234,4873번 담당자님 전달 문자입니다.,"4873번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350550,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4874,1577-1234,4874번 테스트 문자입니다.,"4874번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350551,ABCDEFG,김유신,2023.05.31,9,LMS,4874,1577-1234,4874번 담당자님 전달 문자입니다.,"4874번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350551,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4875,1577-1234,4875번 테스트 문자입니다.,"4875번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350552,ABCDEFG,김유신,2023.05.31,9,LMS,4875,1577-1234,4875번 담당자님 전달 문자입니다.,"4875번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350552,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4876,1577-1234,4876번 테스트 문자입니다.,"4876번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350553,ABCDEFG,김유신,2023.05.31,9,LMS,4876,1577-1234,4876번 담당자님 전달 문자입니다.,"4876번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350553,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4877,1577-1234,4877번 테스트 문자입니다.,"4877번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350554,ABCDEFG,김유신,2023.05.31,9,LMS,4877,1577-1234,4877번 담당자님 전달 문자입니다.,"4877번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350554,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4878,1577-1234,4878번 테스트 문자입니다.,"4878번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350555,ABCDEFG,김유신,2023.05.31,9,LMS,4878,1577-1234,4878번 담당자님 전달 문자입니다.,"4878번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350555,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4879,1577-1234,4879번 테스트 문자입니다.,"4879번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350556,ABCDEFG,김유신,2023.05.31,9,LMS,4879,1577-1234,4879번 담당자님 전달 문자입니다.,"4879번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350556,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4880,1577-1234,4880번 테스트 문자입니다.,"4880번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350557,ABCDEFG,김유신,2023.05.31,9,LMS,4880,1577-1234,4880번 담당자님 전달 문자입니다.,"4880번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350557,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4881,1577-1234,4881번 테스트 문자입니다.,"4881번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350558,ABCDEFG,김유신,2023.05.31,9,LMS,4881,1577-1234,4881번 담당자님 전달 문자입니다.,"4881번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350558,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4882,1577-1234,4882번 테스트 문자입니다.,"4882번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350559,ABCDEFG,김유신,2023.05.31,9,LMS,4882,1577-1234,4882번 담당자님 전달 문자입니다.,"4882번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350559,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4883,1577-1234,4883번 테스트 문자입니다.,"4883번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350560,ABCDEFG,김유신,2023.05.31,9,LMS,4883,1577-1234,4883번 담당자님 전달 문자입니다.,"4883번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350560,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4884,1577-1234,4884번 테스트 문자입니다.,"4884번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350561,ABCDEFG,김유신,2023.05.31,9,LMS,4884,1577-1234,4884번 담당자님 전달 문자입니다.,"4884번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350561,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4885,1577-1234,4885번 테스트 문자입니다.,"4885번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350562,ABCDEFG,김유신,2023.05.31,9,LMS,4885,1577-1234,4885번 담당자님 전달 문자입니다.,"4885번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350562,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4886,1577-1234,4886번 테스트 문자입니다.,"4886번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350563,ABCDEFG,김유신,2023.05.31,9,LMS,4886,1577-1234,4886번 담당자님 전달 문자입니다.,"4886번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350563,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:342,admin
4887,1577-1234,4887번 테스트 문자입니다.,"4887번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350564,ABCDEFG,김유신,2023.05.31,9,LMS,4887,1577-1234,4887번 담당자님 전달 문자입니다.,"4887번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350564,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:342,admin
4888,1577-1234,4888번 테스트 문자입니다.,"4888번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350565,ABCDEFG,김유신,2023.05.31,9,LMS,4888,1577-1234,4888번 담당자님 전달 문자입니다.,"4888번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350565,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:342,admin
4889,1577-1234,4889번 테스트 문자입니다.,"4889번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350566,ABCDEFG,김유신,2023.05.31,9,LMS,4889,1577-1234,4889번 담당자님 전달 문자입니다.,"4889번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350566,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:342,admin
4890,1577-1234,4890번 테스트 문자입니다.,"4890번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350567,ABCDEFG,김유신,2023.05.31,9,LMS,4890,1577-1234,4890번 담당자님 전달 문자입니다.,"4890번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350567,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:342,admin
4891,1577-1234,4891번 테스트 문자입니다.,"4891번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350568,ABCDEFG,김유신,2023.05.31,9,LMS,4891,1577-1234,4891번 담당자님 전달 문자입니다.,"4891번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350568,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:342,admin
4892,1577-1234,4892번 테스트 문자입니다.,"4892번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350569,ABCDEFG,김유신,2023.05.31,9,LMS,4892,1577-1234,4892번 담당자님 전달 문자입니다.,"4892번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350569,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:342,admin
4893,1577-1234,4893번 테스트 문자입니다.,"4893번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350570,ABCDEFG,김유신,2023.05.31,9,LMS,4893,1577-1234,4893번 담당자님 전달 문자입니다.,"4893번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350570,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:342,admin
4894,1577-1234,4894번 테스트 문자입니다.,"4894번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350571,ABCDEFG,김유신,2023.05.31,9,LMS,4894,1577-1234,4894번 담당자님 전달 문자입니다.,"4894번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350571,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:342,admin
4895,1577-1234,4895번 테스트 문자입니다.,"4895번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350572,ABCDEFG,김유신,2023.05.31,9,LMS,4895,1577-1234,4895번 담당자님 전달 문자입니다.,"4895번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350572,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:342,admin
4896,1577-1234,4896번 테스트 문자입니다.,"4896번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350573,ABCDEFG,김유신,2023.05.31,9,LMS,4896,1577-1234,4896번 담당자님 전달 문자입니다.,"4896번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350573,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:342,admin
4897,1577-1234,4897번 테스트 문자입니다.,"4897번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350574,ABCDEFG,김유신,2023.05.31,9,LMS,4897,1577-1234,4897번 담당자님 전달 문자입니다.,"4897번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350574,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:342,admin
4898,1577-1234,4898번 테스트 문자입니다.,"4898번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350575,ABCDEFG,김유신,2023.05.31,9,LMS,4898,1577-1234,4898번 담당자님 전달 문자입니다.,"4898번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350575,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:342,admin
4899,1577-1234,4899번 테스트 문자입니다.,"4899번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350576,ABCDEFG,김유신,2023.05.31,9,LMS,4899,1577-1234,4899번 담당자님 전달 문자입니다.,"4899번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350576,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:342,admin
